"OTU_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"esv_11456","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22982","Fungi",NA,NA,NA,NA,NA,NA
"esv_17331","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_11455","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_11454","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae",NA,NA
"esv_18795","Fungi",NA,NA,NA,NA,NA,NA
"esv_6843","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_6842","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"esv_6841","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_6840","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_6847","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_6846","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"esv_6845","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Gongronella","Gongronella sp "
"esv_6844","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_8975","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_8974","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"esv_6849","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_8976","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_8971","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylellina","Dactylellina arcuata "
"esv_8970","Fungi","Glomeromycota","Paraglomeromycetes","Gs24",NA,NA,NA
"esv_8973","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_8972","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"esv_15325","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_4620","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"esv_4623","Fungi",NA,NA,NA,NA,NA,NA
"esv_4622","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Heterochaete","Heterochaete shearii "
"esv_4625","Fungi",NA,NA,NA,NA,NA,NA
"esv_4624","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_4627","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_4626","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Junghuhnia","Junghuhnia sp "
"esv_4629","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_4628","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus deciduus "
"esv_16565","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_15329","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_15328","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18119","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"esv_17664","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"esv_16525","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA
"esv_16239","Fungi",NA,NA,NA,NA,NA,NA
"esv_16522","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus",NA
"esv_21157","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_17333","Fungi","Ascomycota","Sordariomycetes","Xylariales","Apiosporaceae","Arthrinium","Arthrinium malaysianum "
"esv_13003","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Incertae_sedis","Operculomyces","Operculomyces laminatus "
"esv_17114","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18814","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae",NA,NA
"esv_22537","Fungi","Basidiomycota","Microbotryomycetes","Incertae_sedis","Incertae_sedis","Colacogloea","Colacogloea falcata "
"esv_16520","Fungi",NA,NA,NA,NA,NA,NA
"esv_10491","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16301","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16521","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NA
"esv_17116","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,NA
"esv_17665","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_18876","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_10321","Fungi",NA,NA,NA,NA,NA,NA
"esv_4728","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_4729","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Incertae_sedis","Pseudorobillarda","Pseudorobillarda siamensis "
"esv_18924","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus",NA
"esv_4724","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"esv_10494","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Daldinia","Daldinia caldariorum "
"esv_4726","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_4727","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA
"esv_4720","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_4721","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora sp "
"esv_4722","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_4723","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium",NA
"esv_9598","Fungi","Rozellomycota","Incertae_sedis","Gs11",NA,NA,NA
"esv_9599","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_10496","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_16306","Fungi",NA,NA,NA,NA,NA,NA
"esv_9590","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"esv_9592","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_9593","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_9594","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_9596","Fungi",NA,NA,NA,NA,NA,NA
"esv_9597","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_14645","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_18925","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16528","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora laciniata "
"esv_8897","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16529","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_14311","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18816","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae",NA,NA
"esv_11040","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_11513","Fungi",NA,NA,NA,NA,NA,NA
"esv_11042","Fungi",NA,NA,NA,NA,NA,NA
"esv_11043","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"esv_11044","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,NA
"esv_11045","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_11514","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_11515","Fungi",NA,NA,NA,NA,NA,NA
"esv_11048","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Capnobotryella","Capnobotryella renispora "
"esv_14317","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_11518","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_11519","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_14748","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_14749","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"esv_11144","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_1392","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_1393","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_1390","Fungi",NA,NA,NA,NA,NA,NA
"esv_1391","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_1396","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Tamhinispora","Tamhinispora indica "
"esv_1397","Fungi",NA,NA,NA,NA,NA,NA
"esv_1394","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_1395","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16915","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_1398","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_1399","Fungi","Glomeromycota",NA,NA,NA,NA,NA
"esv_18638","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18639","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_2542","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_16890","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"esv_16891","Fungi",NA,NA,NA,NA,NA,NA
"esv_16896","Fungi",NA,NA,NA,NA,NA,NA
"esv_16897","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_9628","Fungi",NA,NA,NA,NA,NA,NA
"esv_2543","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_9626","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_9627","Fungi",NA,NA,NA,NA,NA,NA
"esv_9624","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella sp "
"esv_6181","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_9622","Fungi",NA,NA,NA,NA,NA,NA
"esv_2540","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora guyanensis "
"esv_9620","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA
"esv_9621","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_18927","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"esv_20605","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia eucalypti "
"esv_19976","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_16914","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_5266","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18810","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"esv_2547","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16305","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18118","Fungi",NA,NA,NA,NA,NA,NA
"esv_5264","Fungi","Glomeromycota","Glomeromycetes",NA,NA,NA,NA
"esv_15370","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema laurentii "
"esv_5265","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_23411","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22468","Fungi",NA,NA,NA,NA,NA,NA
"esv_22983","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_21156","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_7828","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"esv_7829","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_22987","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22986","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Incertae_sedis","Candida","Candida sp "
"esv_22985","Fungi",NA,NA,NA,NA,NA,NA
"esv_22984","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18811","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"esv_7820","Fungi",NA,NA,NA,NA,NA,NA
"esv_7826","Fungi","Mortierellomycota",NA,NA,NA,NA,NA
"esv_5268","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala halophila "
"esv_7824","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_20585","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Sarocladium","Sarocladium bifurcatum "
"esv_16818","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"esv_20587","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Incertae_sedis","Resinicium","Resinicium pinicola "
"esv_2549","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_5099","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_5098","Fungi",NA,NA,NA,NA,NA,NA
"esv_16689","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA
"esv_10717","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",NA
"esv_5095","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_5094","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_5097","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_5096","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"esv_5091","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_5090","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Crepidotaceae","Simocybe","Simocybe sumptuosa "
"esv_5093","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_5092","Fungi",NA,NA,NA,NA,NA,NA
"esv_23513","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_16912","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"esv_18153","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18812","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_23044","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_17962","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_21970","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_22890","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA
"esv_23510","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"esv_16688","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_21122","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Ilyonectria","Ilyonectria destructans "
"esv_1978","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_1976","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_1977","Fungi",NA,NA,NA,NA,NA,NA
"esv_1974","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae",NA,NA
"esv_1975","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora sp "
"esv_1972","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_1973","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA
"esv_1970","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","Phoma sp "
"esv_1971","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_10937","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_10936","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_10935","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_10934","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"esv_10933","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora olivacea "
"esv_10932","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_10931","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_10930","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Microcera","Microcera larvarum "
"esv_20053","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_20052","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_20051","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_20050","Fungi",NA,NA,NA,NA,NA,NA
"esv_17447","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_20056","Fungi",NA,NA,NA,NA,NA,NA
"esv_10939","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"esv_10938","Fungi",NA,NA,NA,NA,NA,NA
"esv_2375","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"esv_2374","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Ramichloridium","Ramichloridium punctatum "
"esv_2377","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_2376","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae",NA,NA
"esv_2371","Fungi",NA,NA,NA,NA,NA,NA
"esv_2370","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora minuta "
"esv_2373","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"esv_2372","Fungi",NA,NA,NA,NA,NA,NA
"esv_13910","Fungi",NA,NA,NA,NA,NA,NA
"esv_6004","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella sinensis "
"esv_13912","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_13913","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_2379","Fungi",NA,NA,NA,NA,NA,NA
"esv_2378","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA
"esv_8891","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_13917","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania","Nemania sp "
"esv_19545","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium","Simplicillium sp "
"esv_19544","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Sarocladium",NA
"esv_19547","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",NA,NA
"esv_19546","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_19541","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_19540","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_19543","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_19542","Fungi",NA,NA,NA,NA,NA,NA
"esv_2872","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_19549","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"esv_19548","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_16088","Fungi","Agaricomycetes",NA,NA,NA,NA,NA
"esv_17078","Fungi",NA,NA,NA,NA,NA,NA
"esv_22476","Fungi",NA,NA,NA,NA,NA,NA
"esv_17073","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae",NA,NA
"esv_17072","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_17071","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_17070","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_17077","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"esv_17076","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"esv_17075","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_17074","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia","Postia alni "
"esv_21867","Fungi",NA,NA,NA,NA,NA,NA
"esv_17516","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22029","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","Pleurothecium",NA
"esv_21472","Fungi",NA,NA,NA,NA,NA,NA
"esv_2873","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","Thelonectria lucida "
"esv_21309","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22210","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_6002","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_19462","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_13872","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_12280","Fungi",NA,NA,NA,NA,NA,NA
"esv_19753","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_6270","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae",NA,NA
"esv_6271","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_6272","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_6273","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_6274","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_6275","Fungi",NA,NA,NA,NA,NA,NA
"esv_6276","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_21657","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_6278","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_6279","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"esv_22829","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_23402","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_8361","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_8362","Fungi","Ascomycota","Sordariomycetes","Calosphaeriales","Calosphaeriaceae","Jattaea","Jattaea prunicola "
"esv_8363","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Poaceascoma","Poaceascoma helicoides "
"esv_8364","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_8365","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"esv_8367","Fungi",NA,NA,NA,NA,NA,NA
"esv_8368","Fungi","Agaricomycetes","Polyporales","Fomitopsidaceae","Sparassis","Sparassis crispa ",NA
"esv_21652","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"esv_21301","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_2951","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_2950","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Podospora sp "
"esv_2953","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,NA
"esv_2952","Fungi",NA,NA,NA,NA,NA,NA
"esv_2955","Fungi",NA,NA,NA,NA,NA,NA
"esv_2954","Fungi",NA,NA,NA,NA,NA,NA
"esv_2957","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"esv_2956","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_2959","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia sp "
"esv_2958","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora",NA
"esv_21236","Fungi",NA,NA,NA,NA,NA,NA
"esv_19835","Fungi","Ascomycota","Eurotiomycetes","Pyrenulales","Pyrenulaceae","Pyrenula","Pyrenula cruenta "
"esv_14233","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22192","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium",NA
"esv_14816","Fungi",NA,NA,NA,NA,NA,NA
"esv_18818","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia",NA
"esv_19450","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"esv_8182","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA
"esv_21757","Fungi",NA,NA,NA,NA,NA,NA
"esv_3534","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"esv_3535","Fungi","Ascomycota","Sordariomycetes","Diaporthales",NA,NA,NA
"esv_3024","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia acanthocystis "
"esv_3025","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium sp "
"esv_3022","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA
"esv_3023","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora",NA
"esv_3532","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA
"esv_3533","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria sp "
"esv_14716","Fungi",NA,NA,NA,NA,NA,NA
"esv_3538","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae",NA,NA
"esv_3539","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_3028","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Dipodascus","Dipodascus geotrichum "
"esv_3029","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"esv_7637","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"esv_7635","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_7634","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia","Auricularia fuscosuccinea "
"esv_7633","Fungi",NA,NA,NA,NA,NA,NA
"esv_7632","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia",NA
"esv_7631","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"esv_7630","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,NA
"esv_18819","Fungi","Ascomycota","Leotiomycetes","Helotiales","Rutstroemiaceae","Lambertella","Lambertella corni-maris "
"esv_15517","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_15514","Fungi",NA,NA,NA,NA,NA,NA
"esv_15515","Fungi",NA,NA,NA,NA,NA,NA
"esv_8508","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"esv_8509","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"esv_7639","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae",NA,NA
"esv_15511","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16308","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_16309","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_13778","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebiopsis",NA
"esv_13779","Fungi","Ascomycota",NA,NA,NA,NA,NA
