"OTU_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"esv_9086","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_9085","Fungi","Ascomycota","Sordariomycetes","Xylariales","Incertae_sedis","Asteromella","Asteromella pistaciarum "
"esv_5688","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"esv_5689","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_9081","Fungi",NA,NA,NA,NA,NA,NA
"esv_5684","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum",NA
"esv_5685","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora hymenocystis "
"esv_5686","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"esv_5687","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium polyphialidicum "
"esv_5680","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium anisopliae "
"esv_5681","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"esv_5682","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_5683","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_23247","Fungi",NA,NA,NA,NA,NA,NA
"esv_20888","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_21891","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_23244","Fungi",NA,NA,NA,NA,NA,NA
"esv_9100","Fungi",NA,NA,NA,NA,NA,NA
"esv_20121","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_23241","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae",NA,NA
"esv_20889","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_22649","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"esv_9082","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22261","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA
"esv_20558","Fungi",NA,NA,NA,NA,NA,NA
"esv_22997","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Alboleptonia","Alboleptonia stylophora "
"esv_9083","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_17811","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_17810","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_17813","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_10973","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_17814","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_17817","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"esv_17816","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia sp "
"esv_17819","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraconiothyrium","Paraconiothyrium variabile "
"esv_17818","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"esv_16769","Fungi",NA,NA,NA,NA,NA,NA
"esv_17412","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_21868","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_23326","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_18303","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"esv_14449","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"esv_23119","Fungi",NA,NA,NA,NA,NA,NA
"esv_23217","Fungi",NA,NA,NA,NA,NA,NA
"esv_14448","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_21504","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_1033","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","Phoma sp "
"esv_23429","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_21595","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala sp "
"esv_22359","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16678","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_1032","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_23423","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22239","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"esv_21435","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae",NA,NA
"esv_16679","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"esv_23427","Fungi","Glomeromycota","Glomeromycetes",NA,NA,NA,NA
"esv_4511","Fungi","Glomeromycota","Glomeromycetes",NA,NA,NA,NA
"esv_19425","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA
"esv_23424","Fungi","Basidiomycota","Cystobasidiomycetes",NA,NA,NA,NA
"esv_22961","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"esv_1030","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae",NA,NA
"esv_9088","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"esv_16677","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae",NA,NA
"esv_1037","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae",NA,NA
"esv_9089","Fungi",NA,NA,NA,NA,NA,NA
"esv_3121","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_21505","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"esv_1036","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_8931","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"esv_8930","Fungi",NA,NA,NA,NA,NA,NA
"esv_6885","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA
"esv_6884","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Capnobotryella","Capnobotryella renispora "
"esv_6883","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_1743","Fungi",NA,NA,NA,NA,NA,NA
"esv_6881","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_6880","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_8939","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","Tremella fuciformis "
"esv_8938","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA
"esv_15363","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletinellaceae","Phlebopus","Fungi sp "
"esv_1034","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NA,NA
"esv_15365","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,NA
"esv_15364","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_6889","Fungi",NA,NA,NA,NA,NA,NA
"esv_6888","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_18659","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_16670","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_22280","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16671","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"esv_10562","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_15760","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_21458","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_1038","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA
"esv_21089","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_15763","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"esv_19917","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys divergens "
"esv_21459","Fungi",NA,NA,NA,NA,NA,NA
"esv_13616","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_8567","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora oryzae "
"esv_15762","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_10565","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18759","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"esv_18758","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_22354","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_12776","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_4760","Fungi","Basidiomycota","Cystobasidiomycetes",NA,NA,NA,NA
"esv_4813","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_4762","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_4763","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"esv_4764","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium schulzeri "
"esv_4765","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_4814","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_4767","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"esv_4768","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","Ochroconis cordanae "
"esv_4769","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phanerochaete","Phanerochaete sp "
"esv_4818","Fungi",NA,NA,NA,NA,NA,NA
"esv_4819","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_10864","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_14041","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_8646","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_20355","Fungi",NA,NA,NA,NA,NA,NA
"esv_21779","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"esv_21450","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Incertae_sedis","Candida","Candida sp "
"esv_14040","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_22664","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_13681","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_14047","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_22665","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_21452","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"esv_14046","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_14709","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_12778","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"esv_14045","Fungi",NA,NA,NA,NA,NA,NA
"esv_21864","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_14700","Fungi",NA,NA,NA,NA,NA,NA
"esv_14701","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"esv_14702","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae","Sphaceloma","Sphaceloma krugii "
"esv_14044","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"esv_14705","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_14706","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_14707","Fungi",NA,NA,NA,NA,NA,NA
"esv_18678","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","Xylaria frustulosa "
"esv_18679","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_17812","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"esv_9067","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"esv_21456","Fungi",NA,NA,NA,NA,NA,NA
"esv_21219","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18670","Fungi","Ascomycota","Sordariomycetes","Sordariales","Incertae_sedis","Staphylotrichum","Staphylotrichum coccosporum "
"esv_18115","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_17485","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA
"esv_21457","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora",NA
"esv_18674","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"esv_14049","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_18676","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae",NA,NA
"esv_18677","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium intermedium "
"esv_16416","Fungi",NA,NA,NA,NA,NA,NA
"esv_13613","Fungi",NA,NA,NA,NA,NA,NA
"esv_10469","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"esv_10468","Fungi",NA,NA,NA,NA,NA,NA
"esv_9109","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus",NA
"esv_14744","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_10464","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Yamadazyma",NA
"esv_10467","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_21862","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_10461","Fungi",NA,NA,NA,NA,NA,NA
"esv_10460","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA
"esv_10463","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_10462","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_16856","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_16857","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"esv_16526","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,NA
"esv_3124","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_16852","Fungi","Agaricomycetes",NA,NA,NA,NA,NA
"esv_16853","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_19879","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16851","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae",NA,NA
"esv_16412","Fungi",NA,NA,NA,NA,NA,NA
"esv_20566","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zasmidium","Zasmidium macluricola "
"esv_16760","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Kurtzmanomyces","Kurtzmanomyces tardus "
"esv_16858","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"esv_13173","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_10740","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon jirovecii "
"esv_14568","Fungi",NA,NA,NA,NA,NA,NA
"esv_13170","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_17115","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_10741","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_14564","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"esv_14565","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_13171","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae",NA,NA
"esv_14560","Fungi",NA,NA,NA,NA,NA,NA
"esv_10742","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"esv_14562","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_14563","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Monacrosporium","Monacrosporium tentaculatum "
"esv_9061","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces",NA
"esv_10743","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18117","Fungi",NA,NA,NA,NA,NA,NA
"esv_10960","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae",NA,NA
"esv_21084","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Kwoniella",NA
"esv_15415","Fungi",NA,NA,NA,NA,NA,NA
"esv_10745","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_23643","Fungi",NA,NA,NA,NA,NA,NA
"esv_10746","Fungi",NA,NA,NA,NA,NA,NA
"esv_7868","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_7869","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"esv_21775","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_7867","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_7865","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis sp "
"esv_7860","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Helminthosporium","Helminthosporium asterinum "
"esv_7861","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_10872","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_18116","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_21188","Fungi","Basidiomycota","Agaricomycetes","Boletales","Incertae_sedis","Leucogyrophana","Leucogyrophana olivascens "
"esv_14222","Fungi","Ascomycota","Sordariomycetes","Branch06",NA,NA,NA
"esv_16762","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_16419","Fungi","Ascomycota","Sordariomycetes","Microascales","Graphiaceae","Graphium","Graphium penicillioides "
"esv_13610","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_23646","Fungi",NA,NA,NA,NA,NA,NA
"esv_17117","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"esv_14220","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_21368","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_14227","Fungi",NA,NA,NA,NA,NA,NA
"esv_18915","Fungi",NA,NA,NA,NA,NA,NA
"esv_10873","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_10289","Fungi",NA,NA,NA,NA,NA,NA
"esv_10288","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_14225","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_16763","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Sarcodon",NA
"esv_10283","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_10282","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora",NA
"esv_10285","Fungi","Ascomycota","Dothideomycetes","Valsariales","Valsariaceae","Valsaria","Valsaria insitiva "
"esv_10286","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_2339","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_20776","Fungi",NA,NA,NA,NA,NA,NA
"esv_21369","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22956","Fungi",NA,NA,NA,NA,NA,NA
"esv_20019","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae",NA,NA
"esv_17349","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_2331","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma heimaeyensis "
"esv_2330","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_20015","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_2332","Fungi","Agaricomycetes",NA,NA,NA,NA,NA
"esv_2335","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_2334","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_2337","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum rostratum "
"esv_2336","Fungi","Ascomycota","Sordariomycetes","Diaporthales",NA,NA,NA
"esv_2627","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora",NA
"esv_2626","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Paraboeremia","Paraboeremia selaginellae "
"esv_2625","Fungi",NA,NA,NA,NA,NA,NA
"esv_2624","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_2623","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_2622","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus sp "
"esv_2621","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"esv_2620","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","Geotrichum cucujoidarum "
"esv_19501","Fungi",NA,NA,NA,NA,NA,NA
"esv_16707","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_16704","Fungi",NA,NA,NA,NA,NA,NA
"esv_16705","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16702","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_14745","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"esv_2629","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Chaetospermum","Chaetospermum camelliae "
"esv_2628","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium sp "
"esv_12023","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia diffluens "
"esv_12022","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Neogaeumannomyces","Neogaeumannomyces bambusicola "
"esv_12021","Fungi",NA,NA,NA,NA,NA,NA
"esv_12020","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"esv_12027","Fungi","Glomeromycota","Glomeromycetes",NA,NA,NA,NA
"esv_12026","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Incertae_sedis","Sistotrema","Sistotrema coronilla "
"esv_12025","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"esv_12024","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Incertae_sedis","Latorua","Latorua caligans "
"esv_14657","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA
"esv_12028","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"esv_21080","Fungi","Agaricomycetes",NA,NA,NA,NA,NA
"esv_16765","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"esv_16076","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"esv_17038","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_17037","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_17036","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_17035","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","Toxicocladosporium strelitziae "
"esv_17034","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Heterocephalacria","Heterocephalacria arrabidensis "
"esv_17033","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_17032","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_17031","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"esv_17030","Fungi",NA,NA,NA,NA,NA,NA
"esv_21771","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Gliomastix","Gliomastix sp "
"esv_14654","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_10876","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_15597","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae",NA,NA
"esv_23156","Fungi","Glomeromycota",NA,NA,NA,NA,NA
"esv_20693","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_18058","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Kockovaella","Kockovaella vietnamensis "
"esv_12655","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_21050","Fungi",NA,NA,NA,NA,NA,NA
"esv_17113","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"esv_23421","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_21770","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA
"esv_21051","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_12287","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_12286","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"esv_12285","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_12284","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Calocera","Calocera sp "
"esv_12283","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"esv_12282","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_12281","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA
"esv_10877","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"esv_21304","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"esv_21305","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_21306","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_21053","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_21300","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_16568","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_12289","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_12288","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_22801","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA
"esv_23425","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"esv_19597","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_13488","Fungi","Ascomycota",NA,NA,NA,NA,NA
"esv_13489","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"esv_17564","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"esv_13482","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"esv_13483","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae",NA,NA
